*******************************************************************************
 Revised: July 31, 2013                  Earth                              399
 
 GEOPHYSICAL PROPERTIES (revised Aug 15, 2018):
  Vol. Mean Radius (km)    = 6371.01+-0.02   Mass x10^24 (kg)= 5.97219+-0.0006
  Equ. radius, km          = 6378.137        Mass layers:
  Polar axis, km           = 6356.752          Atmos         = 5.1   x 10^18 kg
  Flattening               = 1/298.257223563   oceans        = 1.4   x 10^21 kg
  Density, g/cm^3          = 5.51              crust         = 2.6   x 10^22 kg
  J2 (IERS 2010)           = 0.00108262545     mantle        = 4.043 x 10^24 kg
  g_p, m/s^2  (polar)      = 9.8321863685      outer core    = 1.835 x 10^24 kg
  g_e, m/s^2  (equatorial) = 9.7803267715      inner core    = 9.675 x 10^22 kg
  g_o, m/s^2               = 9.82022         Fluid core rad  = 3480 km
  GM, km^3/s^2             = 398600.435436   Inner core rad  = 1215 km
  GM 1-sigma, km^3/s^2     =      0.0014     Escape velocity = 11.186 km/s
  Rot. Rate (rad/s)        = 0.00007292115   Surface area:
  Mean sidereal day, hr    = 23.9344695944     land          = 1.48 x 10^8 km
  Mean solar day 2000.0, s = 86400.002         sea           = 3.62 x 10^8 km
  Mean solar day 1820.0, s = 86400.0         Love no., k2    = 0.299
  Moment of inertia        = 0.3308          Atm. pressure   = 1.0 bar
  Mean temperature, K      = 270             Volume, km^3    = 1.08321 x 10^12
  Mean effect. IR temp, K  = 255             Magnetic moment = 0.61 gauss Rp^3
  Geometric albedo         = 0.367           Vis. mag. V(1,0)= -3.86
  Solar Constant (W/m^2)   = 1367.6 (mean), 1414 (perihelion), 1322 (aphelion)
 HELIOCENTRIC ORBIT CHARACTERISTICS:
  Obliquity to orbit, deg  = 23.4392911  Sidereal orb period  = 1.0000174 y
  Orbital speed, km/s      = 29.79       Sidereal orb period  = 365.25636 d
  Mean daily motion, deg/d = 0.9856474   Hill's sphere radius = 234.9       
*******************************************************************************
 
 
*******************************************************************************
Ephemeris / WWW_USER Thu Feb 18 09:39:33 2021 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Earth (399)                     {source: DE431mx}
Center body name: Solar System Barycenter (0)     {source: DE431mx}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2018-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2021-Jan-01 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : (undefined)                                                  
Output units    : AU-D
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
2458675.500000000, A.D. 2019-Jul-11 00:00:00.0000,  3.148552672662152E-01, -9.582885217671648E-01,  2.406103359366885E-05,  1.605295432875323E-02,  5.307873151273834E-03,  1.475878799436063E-07,
2458676.500000000, A.D. 2019-Jul-12 00:00:00.0000,  3.308621826204252E-01, -9.528454690862536E-01,  2.427365150482980E-05,  1.596017310872782E-02,  5.577938319397144E-03,  2.744209466751137E-07,
2458677.500000000, A.D. 2019-Jul-13 00:00:00.0000,  3.467742180205723E-01, -9.471332314836828E-01,  2.460242117641713E-05,  1.586320482873616E-02,  5.846244547829635E-03,  3.789505274646834E-07,
2458678.500000000, A.D. 2019-Jul-14 00:00:00.0000,  3.625872143565514E-01, -9.411535628425528E-01,  2.502251331646026E-05,  1.576210217004797E-02,  6.112802196976872E-03,  4.564210587927630E-07,
2458679.500000000, A.D. 2019-Jul-15 00:00:00.0000,  3.782970558474228E-01, -9.349082066503537E-01,  2.550522414788714E-05,  1.565689942838700E-02,  6.377621017430645E-03,  5.038299558606996E-07,
2458680.500000000, A.D. 2019-Jul-16 00:00:00.0000,  3.938996526901345E-01, -9.283988985252718E-01,  2.601969038665842E-05,  1.554761466189018E-02,  6.640706438532751E-03,  5.198411193372131E-07,
2458681.500000000, A.D. 2019-Jul-17 00:00:00.0000,  4.093909260987681E-01, -9.216273720894745E-01,  2.653448588830551E-05,  1.543425232599388E-02,  6.902056593279192E-03,  5.046344134697467E-07,
2458682.500000000, A.D. 2019-Jul-18 00:00:00.0000,  4.247667962057836E-01, -9.145953674012051E-01,  2.701903590932942E-05,  1.531680633920347E-02,  7.161660206630154E-03,  4.596926484843167E-07,
2458683.500000000, A.D. 2019-Jul-19 00:00:00.0000,  4.400231731524997E-01, -9.073046409923055E-01,  2.744479321980218E-05,  1.519526334008351E-02,  7.419495518501584E-03,  3.875426268404925E-07,
2458684.500000000, A.D. 2019-Jul-20 00:00:00.0000,  4.551559513714668E-01, -8.997569764391521E-01,  2.778614581384699E-05,  1.506960574146261E-02,  7.675530283953956E-03,  2.914840039430474E-07,
2458685.500000000, A.D. 2019-Jul-21 00:00:00.0000,  4.701610066427032E-01, -8.919541944582910E-01,  2.802106498948741E-05,  1.493981415861568E-02,  7.929722675800339E-03,  1.753482651590282E-07,
2458686.500000000, A.D. 2019-Jul-22 00:00:00.0000,  4.850341951253913E-01, -8.838981617987802E-01,  2.813154397664614E-05,  1.480586889309933E-02,  8.182022712639127E-03,  4.332637942656250E-08,
2458687.500000000, A.D. 2019-Jul-23 00:00:00.0000,  4.997713533382175E-01, -8.755907986495851E-01,  2.810390979340402E-05,  1.466775034223970E-02,  8.432373711822025E-03, -1.001096053936616E-07,
2458688.500000000, A.D. 2019-Jul-24 00:00:00.0000,  5.143682980381149E-01, -8.670340848061908E-01,  2.792910752704856E-05,  1.452543841838600E-02,  8.680713228674706E-03, -2.501836802379789E-07,
2458689.500000000, A.D. 2019-Jul-25 00:00:00.0000,  5.288208251392574E-01, -8.582300653723016E-01,  2.760305383762927E-05,  1.437891127906848E-02,  8.926972965143732E-03, -4.017041609979221E-07,
2458690.500000000, A.D. 2019-Jul-26 00:00:00.0000,  5.431247072319817E-01, -8.491808572588900E-01,  2.712713288397796E-05,  1.422814390983625E-02,  9.171077201408461E-03, -5.488987483192578E-07,
2458691.500000000, A.D. 2019-Jul-27 00:00:00.0000,  5.572756899475236E-01, -8.398886581189049E-01,  2.650885764909580E-05,  1.407310740210908E-02,  9.412939468862623E-03, -6.852629177443384E-07,
2458692.500000000, A.D. 2019-Jul-28 00:00:00.0000,  5.712694884301038E-01, -8.303557594709938E-01,  2.576263331972680E-05,  1.391377011549684E-02,  9.652457565765635E-03, -8.035290455512845E-07,
2458693.500000000, A.D. 2019-Jul-29 00:00:00.0000,  5.851017865043140E-01, -8.205845653187345E-01,  2.491043062074768E-05,  1.375010214196177E-02,  9.889507783800600E-03, -8.959044320212389E-07,
2458694.500000000, A.D. 2019-Jul-30 00:00:00.0000,  5.987682424607015E-01, -8.105776161368327E-01,  2.398202079154646E-05,  1.358208419001468E-02,  1.012394040233793E-02, -9.547321126877579E-07,
2458695.500000000, A.D. 2019-Jul-31 00:00:00.0000,  6.122645059195082E-01, -8.003376154058364E-01,  2.301430407052665E-05,  1.340972062615099E-02,  1.035557970317431E-02, -9.736390817197570E-07,
2458696.500000000, A.D. 2019-Aug-01 00:00:00.0000,  6.255862487427314E-01, -7.898674524259767E-01,  2.204930154953638E-05,  1.323305379372433E-02,  1.058423184806965E-02, -9.490086874570786E-07,
2458697.500000000, A.D. 2019-Aug-02 00:00:00.0000,  6.387292086406446E-01, -7.791702127298127E-01,  2.113069573942648E-05,  1.305217400572113E-02,  1.080970163032097E-02, -8.813113180395753E-07,
2458698.500000000, A.D. 2019-Aug-03 00:00:00.0000,  6.516892380369049E-01, -7.682491686032675E-01,  2.029937262894929E-05,  1.286721926930277E-02,  1.103181448174497E-02, -7.756726597491637E-07,
2458699.500000000, A.D. 2019-Aug-04 00:00:00.0000,  6.644623463859060E-01, -7.571077481036124E-01,  1.958896145361716E-05,  1.267836262170292E-02,  1.125043603640343E-02, -6.412849761170403E-07,
2458700.500000000, A.D. 2019-Aug-05 00:00:00.0000,  6.770447250982985E-01, -7.457494890010741E-01,  1.902250077744026E-05,  1.248579115809908E-02,  1.146548178870359E-02, -4.898190725808017E-07,
2458701.500000000, A.D. 2019-Aug-06 00:00:00.0000,  6.894327506415118E-01, -7.341779893011925E-01,  1.861093637109841E-05,  1.228968473952725E-02,  1.167691441390736E-02, -3.334745425659926E-07,
2458702.500000000, A.D. 2019-Aug-07 00:00:00.0000,  7.016229691743492E-01, -7.223968653452527E-01,  1.835345241767314E-05,  1.209020114110499E-02,  1.188473222299167E-02, -1.833574561091130E-07,
2458703.500000000, A.D. 2019-Aug-08 00:00:00.0000,  7.136120706713937E-01, -7.104097233525799E-01,  1.823909391913789E-05,  1.188746985028107E-02,  1.208895482157037E-02, -4.854436421342740E-08,
2458704.500000000, A.D. 2019-Aug-09 00:00:00.0000,  7.253968605155647E-01, -6.982201445839384E-01,  1.824898223627407E-05,  1.168159269551220E-02,  1.228961077994352E-02,  6.419732585100401E-08,
2458705.500000000, A.D. 2019-Aug-10 00:00:00.0000,  7.369742337521352E-01, -6.858316808962445E-01,  1.835857844725320E-05,  1.147264799361376E-02,  1.248672928370964E-02,  1.502706943277176E-07,
2458706.500000000, A.D. 2019-Aug-11 00:00:00.0000,  7.483411540535964E-01, -6.732478567110766E-01,  1.853970561430098E-05,  1.126069546997340E-02,  1.268033549289573E-02,  2.069413335454846E-07,
2458707.500000000, A.D. 2019-Aug-12 00:00:00.0000,  7.594946373289029E-01, -6.604721742717785E-01,  1.876225026572937E-05,  1.104578048656931E-02,  1.287044837990943E-02,  2.330222401337735E-07,
2458708.500000000, A.D. 2019-Aug-13 00:00:00.0000,  7.704317390219552E-01, -6.475081203514740E-01,  1.899557648122828E-05,  1.082793719316849E-02,  1.305707981305569E-02,  2.286188560581146E-07,
2458709.500000000, A.D. 2019-Aug-14 00:00:00.0000,  7.811495440994712E-01, -6.343591736166539E-01,  1.920971819516766E-05,  1.060719081623834E-02,  1.324023406590622E-02,  1.949376981891341E-07,
2458710.500000000, A.D. 2019-Aug-15 00:00:00.0000,  7.916451590621922E-01, -6.210288124341602E-01,  1.937640193083787E-05,  1.038355948165860E-02,  1.341990739477192E-02,  1.341336288982349E-07,
2458711.500000000, A.D. 2019-Aug-16 00:00:00.0000,  8.019157056850028E-01, -6.075205230846213E-01,  1.946992446643443E-05,  1.015705588801303E-02,  1.359608766372169E-02,  4.916872033494308E-08,
2458712.500000000, A.D. 2019-Aug-17 00:00:00.0000,  8.119583164155496E-01, -5.938378082713487E-01,  1.946788848622384E-05,  9.927688953049662E-03,  1.376875415560772E-02, -5.633158075859519E-08,
2458713.500000000, A.D. 2019-Aug-18 00:00:00.0000,  8.217701313821191E-01, -5.799841956666715E-01,  1.935179360964842E-05,  9.695465360515649E-03,  1.393787770030733E-02, -1.782220196820992E-07,
2458714.500000000, A.D. 2019-Aug-19 00:00:00.0000,  8.313482968204726E-01, -5.659632461610946E-01,  1.910749055091891E-05,  9.460390814866729E-03,  1.410342112839624E-02, -3.119642045511933E-07,
2458715.500000000, A.D. 2019-Aug-20 00:00:00.0000,  8.406899645228044E-01, -5.517785615565196E-01,  1.872552618289919E-05,  9.222470802513656E-03,  1.426533988818909E-02, -4.527145929315508E-07,
2458716.500000000, A.D. 2019-Aug-21 00:00:00.0000,  8.497922917520383E-01, -5.374337916874596E-01,  1.820142751265668E-05,  8.981710757314585E-03,  1.442358250974376E-02, -5.953567235851564E-07,
2458717.500000000, A.D. 2019-Aug-22 00:00:00.0000,  8.586524410482040E-01, -5.229326413247285E-01,  1.753598351626026E-05,  8.738115711683082E-03,  1.457809050315002E-02, -7.344742394550112E-07,
2458718.500000000, A.D. 2019-Aug-23 00:00:00.0000,  8.672675795540902E-01, -5.082788776431988E-01,  1.673557719768060E-05,  8.491689762625692E-03,  1.472879726548593E-02, -8.642825703855315E-07,
2458719.500000000, A.D. 2019-Aug-24 00:00:00.0000,  8.756348779642885E-01, -4.934763394206028E-01,  1.581258849921327E-05,  8.242435985944352E-03,  1.487562567560037E-02, -9.785662322026075E-07,
2458720.500000000, A.D. 2019-Aug-25 00:00:00.0000,  8.837515100036369E-01, -4.785289493265397E-01,  1.478582387572294E-05,  7.990357770086684E-03,  1.501848435493620E-02, -1.070705516374601E-06,
2458721.500000000, A.D. 2019-Aug-26 00:00:00.0000,  8.916146544598142E-01, -4.634407304059165E-01,  1.368082494436785E-05,  7.735462805907920E-03,  1.515726318999990E-02, -1.133914588354219E-06,
2458722.500000000, A.D. 2019-Aug-27 00:00:00.0000,  8.992215030280268E-01, -4.482158267875640E-01,  1.252977507769208E-05,  7.477770863185255E-03,  1.529182973206807E-02, -1.161829042056468E-06,
2458723.500000000, A.D. 2019-Aug-28 00:00:00.0000,  9.065692779615370E-01, -4.328585264188036E-01,  1.137060387651219E-05,  7.217325502469244E-03,  1.542202930384358E-02, -1.149525640427609E-06,
2458724.500000000, A.D. 2019-Aug-29 00:00:00.0000,  9.136552626473740E-01, -4.173732804065167E-01,  1.024488588887070E-05,  6.954207612277500E-03,  1.554769220463429E-02, -1.094874881699367E-06,
2458725.500000000, A.D. 2019-Aug-30 00:00:00.0000,  9.204768446185799E-01, -4.017647106811481E-01,  9.194372316897179E-06,  6.688545679463908E-03,  1.566864988837531E-02, -9.998306661694595E-07,
2458726.500000000, A.D. 2019-Aug-31 00:00:00.0000,  9.270315644292291E-01, -3.860375977916214E-01,  8.256524975500713E-06,  6.420516223267704E-03,  1.578475764216862E-02, -8.710257076827301E-07,
2458727.500000000, A.D. 2019-Sep-01 00:00:00.0000,  9.333171582209648E-01, -3.701968458161976E-01,  7.460035578812780E-06,  6.150330610871840E-03,  1.589591608302448E-02, -7.191545100610343E-07,
2458728.500000000, A.D. 2019-Sep-02 00:00:00.0000,  9.393315812623505E-01, -3.542474303189334E-01,  6.821582037264366E-06,  5.878211330556772E-03,  1.600208224738309E-02, -5.571829244933084E-07,
2458729.500000000, A.D. 2019-Sep-03 00:00:00.0000,  9.450730061836825E-01, -3.381943426070120E-01,  6.344695239972101E-06,  5.604366861046800E-03,  1.610326581217352E-02, -3.980675794221621E-07,
2458730.500000000, A.D. 2019-Sep-04 00:00:00.0000,  9.505397993980285E-01, -3.220425440959043E-01,  6.020775030543450E-06,  5.328974357224413E-03,  1.619951376949861E-02, -2.528683324331886E-07,
2458731.500000000, A.D. 2019-Sep-05 00:00:00.0000,  9.557304859495065E-01, -3.057969385032268E-01,  5.831556889941969E-06,  5.052173870156259E-03,  1.629089148539873E-02, -1.297733735868174E-07,
2458732.500000000, A.D. 2019-Sep-06 00:00:00.0000,  9.606437135741974E-01, -2.894623617577631E-01,  5.752089126020544E-06,  4.774071833648566E-03,  1.637746705605112E-02, -3.401170034786513E-08,
2458733.500000000, A.D. 2019-Sep-07 00:00:00.0000,  9.652782228645641E-01, -2.730435845269857E-01,  5.753494760821627E-06,  4.494748964644649E-03,  1.645930185320376E-02,  3.169649166011378E-08,
2458734.500000000, A.D. 2019-Sep-08 00:00:00.0000,  9.696328257443609E-01, -2.565453212483646E-01,  5.805173598832484E-06,  4.214268455287858E-03,  1.653644669333150E-02,  6.652332990585937E-08,
2458735.500000000, A.D. 2019-Sep-09 00:00:00.0000,  9.737063913089391E-01, -2.399722410170737E-01,  5.876409956469443E-06,  3.932682316296479E-03,  1.660894158664699E-02,  7.098717447133014E-08,
2458736.500000000, A.D. 2019-Sep-10 00:00:00.0000,  9.774978368378332E-01, -2.233289777945154E-01,  5.937512235461149E-06,  3.650035396420738E-03,  1.667681705871391E-02,  4.656794798532297E-08,
2458737.500000000, A.D. 2019-Sep-11 00:00:00.0000,  9.810061218206877E-01, -2.066201391068852E-01,  5.960649828796156E-06,  3.366367497699577E-03,  1.674009568183196E-02, -4.518784416098212E-09,
2458738.500000000, A.D. 2019-Sep-12 00:00:00.0000,  9.842302434403984E-01, -1.898503134187415E-01,  5.920525664909101E-06,  3.081714296139598E-03,  1.679879312609442E-02, -7.943346170005706E-08,
2458739.500000000, A.D. 2019-Sep-13 00:00:00.0000,  9.871692326650831E-01, -1.730240767918250E-01,  5.794971910846241E-06,  2.796107737512558E-03,  1.685291853650830E-02, -1.747630916012981E-07,
2458740.500000000, A.D. 2019-Sep-14 00:00:00.0000,  9.898221506857956E-01, -1.561459994655564E-01,  5.565506359362823E-06,  2.509576395850564E-03,  1.690247434738565E-02, -2.865555752234030E-07,
2458741.500000000, A.D. 2019-Sep-15 00:00:00.0000,  9.921880858123798E-01, -1.392206528007693E-01,  5.217849919551450E-06,  2.222146055715558E-03,  1.694745578843880E-02, -4.103664030083341E-07,
2458742.500000000, A.D. 2019-Sep-16 00:00:00.0000,  9.942661510902093E-01, -1.222526167587020E-01,  4.742386256443416E-06,  1.933840563609939E-03,  1.698785034690232E-02, -5.413278709755438E-07,
2458743.500000000, A.D. 2019-Sep-17 00:00:00.0000,  9.960554828599629E-01, -1.052464878640051E-01,  4.134542885954532E-06,  1.644682835154368E-03,  1.702363735281852E-02, -6.742349440002091E-07,
2458744.500000000, A.D. 2019-Sep-18 00:00:00.0000,  9.975552403292008E-01, -8.820688751202324E-02,  3.395084183446870E-06,  1.354695843639048E-03,  1.705478769057163E-02, -8.036328336883963E-07,
2458745.500000000, A.D. 2019-Sep-19 00:00:00.0000,  9.987646060699172E-01, -7.113847056598771E-02,  2.530321999334798E-06,  1.063903476031662E-03,  1.708126346685874E-02, -9.238926574686377E-07,
2458746.500000000, A.D. 2019-Sep-20 00:00:00.0000,  9.996827873227956E-01, -5.404593442461612E-02,  1.552257719020063E-06,  7.723313214774179E-04,  1.710301735045856E-02, -1.029274425652493E-06,
2458747.500000000, A.D. 2019-Sep-21 00:00:00.0000,  1.000309018182242E+00, -3.693402903370106E-02,  4.786594763424917E-07,  4.800077249656723E-04,  1.711999130827100E-02, -1.113999881277517E-06,
2458748.500000000, A.D. 2019-Sep-22 00:00:00.0000,  1.000642563219389E+00, -1.980756851030501E-02, -6.669589999111157E-07,  1.869657383685140E-04,  1.713211466018630E-02, -1.172387796767108E-06,
2458749.500000000, A.D. 2019-Sep-23 00:00:00.0000,  1.000682723858286E+00, -2.671444922694031E-03, -1.855559182918660E-06, -1.067531725201647E-04,  1.713930182869365E-02, -1.199133446576082E-06,
2458750.500000000, A.D. 2019-Sep-24 00:00:00.0000,  1.000428849689434E+00,  1.446935595475237E-02, -3.053189371326464E-06, -4.010928555296276E-04,  1.714145090022425E-02, -1.189825246016375E-06,
2458751.500000000, A.D. 2019-Sep-25 00:00:00.0000,  9.998803574537056E-01,  3.160973865904210E-02, -4.222258193685926E-06, -6.959734781563523E-04,  1.713844501265621E-02, -1.141753844980626E-06,
2458752.500000000, A.D. 2019-Sep-26 00:00:00.0000,  9.990367598821271E-01,  4.874448592307479E-02, -5.323742502268076E-06, -9.912812262350553E-04,  1.713015911720845E-02, -1.054944471945270E-06,
2458753.500000000, A.D. 2019-Sep-27 00:00:00.0000,  9.978977040419635E-01,  6.586825681892025E-02, -6.320430920521123E-06, -1.286860400489670E-03,  1.711647384017109E-02, -9.331283187772758E-07,
2458754.500000000, A.D. 2019-Sep-28 00:00:00.0000,  9.964630141654430E-01,  8.297560194789441E-02, -7.180908757916192E-06, -1.582513261978398E-03,  1.709729513051060E-02, -7.841633466978870E-07,
2458755.500000000, A.D. 2019-Sep-29 00:00:00.0000,  9.947327289068811E-01,  1.000609989292864E-01, -7.883481812603883E-06, -1.878011670172401E-03,  1.707257390339070E-02, -6.194346804511866E-07,
2458756.500000000, A.D. 2019-Sep-30 00:00:00.0000,  9.927071212866626E-01,  1.171189040108604E-01, -8.418936215363080E-06, -2.173119290879049E-03,  1.704231727708594E-02, -4.521653259333337E-07,
2458757.500000000, A.D. 2019-Oct-01 00:00:00.0000,  9.903866940998696E-01,  1.341438080733024E-01, -8.791264781540431E-06, -2.467616829091544E-03,  1.700658570034702E-02, -2.951705424165537E-07,
2458758.500000000, A.D. 2019-Oct-02 00:00:00.0000,  9.877721526800379E-01,  1.511302829854478E-01, -9.016229847524480E-06, -2.761320667315966E-03,  1.696547739836837E-02, -1.589172794515505E-07,
2458759.500000000, A.D. 2019-Oct-03 00:00:00.0000,  9.848643648776126E-01,  1.680730090636055E-01, -9.118421712857533E-06, -3.054089456815728E-03,  1.691910761738463E-02, -5.051645808877971E-08,
2458760.500000000, A.D. 2019-Oct-04 00:00:00.0000,  9.816643202159512E-01,  1.849667826622759E-01, -9.127826818712061E-06, -3.345819831602333E-03,  1.686759074570155E-02,  2.628378031580517E-08,
2458761.500000000, A.D. 2019-Oct-05 00:00:00.0000,  9.781730966649875E-01,  2.018065092874018E-01, -9.076748778697065E-06, -3.636436426068724E-03,  1.681102953942875E-02,  7.046282145524568E-08,
2458762.500000000, A.D. 2019-Oct-06 00:00:00.0000,  9.743918380213178E-01,  2.185871895784163E-01, -8.997495452049154E-06, -3.925881346439379E-03,  1.674951135281666E-02,  8.289727262176346E-08,
2458763.500000000, A.D. 2019-Oct-07 00:00:00.0000,  9.703217407553479E-01,  2.353039040673292E-01, -8.920858556385092E-06, -4.214106053815878E-03,  1.668310900101121E-02,  6.564077384793284E-08,
2458764.500000000, A.D. 2019-Oct-08 00:00:00.0000,  9.659640473759533E-01,  2.519518000123548E-01, -8.875201286634686E-06, -4.501066441632247E-03,  1.661188366404251E-02,  2.143578505173019E-08,
2458765.500000000, A.D. 2019-Oct-09 00:00:00.0000,  9.613200432892198E-01,  2.685260813502585E-01, -8.885915898142736E-06, -4.786720636286521E-03,  1.653588798899045E-02, -4.654486585798456E-08,
2458766.500000000, A.D. 2019-Oct-10 00:00:00.0000,  9.563910548672994E-01,  2.850220014070260E-01, -8.975047832464417E-06, -5.071028618619139E-03,  1.645516839951299E-02, -1.347840806133310E-07,
2458767.500000000, A.D. 2019-Oct-11 00:00:00.0000,  9.511784473636551E-01,  3.014348573489901E-01, -9.160948937867882E-06, -5.353952772317694E-03,  1.636976624359313E-02, -2.394039982906210E-07,
2458768.500000000, A.D. 2019-Oct-12 00:00:00.0000,  9.456836221288860E-01,  3.177599851946250E-01, -9.457889870209186E-06, -5.635458628567329E-03,  1.627971779132385E-02, -3.561105240495665E-07,
2458769.500000000, A.D. 2019-Oct-13 00:00:00.0000,  9.399080132155015E-01,  3.339927543409708E-01, -9.875619505866006E-06, -5.915515270555206E-03,  1.618505331898275E-02, -4.801502046379411E-07,
2458770.500000000, A.D. 2019-Oct-14 00:00:00.0000,  9.338530838966663E-01,  3.501285608665850E-01, -1.041890325016566E-05, -6.194095062483433E-03,  1.608579564588719E-02, -6.063158363939970E-07,
2458771.500000000, A.D. 2019-Oct-15 00:00:00.0000,  9.275203238547097E-01,  3.661628192716673E-01, -1.108710002207347E-05, -6.471172577626248E-03,  1.598195854084561E-02, -7.290198246305905E-07,
2458772.500000000, A.D. 2019-Oct-16 00:00:00.0000,  9.209112478181772E-01,  3.820909527197112E-01, -1.187384745128941E-05, -6.746722800254801E-03,  1.587354537224483E-02, -8.424359048541051E-07,
2458773.500000000, A.D. 2019-Oct-17 00:00:00.0000,  9.140273962728445E-01,  3.979083821573338E-01, -1.276691738034842E-05, -7.020718818332663E-03,  1.576054823837928E-02, -9.406947680172271E-07,
2458774.500000000, A.D. 2019-Oct-18 00:00:00.0000,  9.068703386312343E-01,  4.136105148314516E-01, -1.374828540129121E-05, -7.293129248297905E-03,  1.564294762369300E-02, -1.018113324898576E-06,
2458775.500000000, A.D. 2019-Oct-19 00:00:00.0000,  8.994416790525673E-01,  4.291927326831824E-01, -1.479444049295334E-05, -7.563915512541875E-03,  1.552071247054468E-02, -1.069444854792650E-06,
2458776.500000000, A.D. 2019-Oct-20 00:00:00.0000,  8.917430650929646E-01,  4.446503809645283E-01, -1.587695702507034E-05, -7.833028862661802E-03,  1.539380054212051E-02, -1.090156685055185E-06,
2458777.500000000, A.D. 2019-Oct-21 00:00:00.0000,  8.837761995898326E-01,  4.599787573832132E-01, -1.696336965112283E-05, -8.100406821703904E-03,  1.526215915983263E-02, -1.076764701915439E-06,
2458778.500000000, A.D. 2019-Oct-22 00:00:00.0000,  8.755428565523531E-01,  4.751731023648749E-01, -1.801842791110782E-05, -8.365968684321171E-03,  1.512572683137906E-02, -1.027264333163415E-06,
2458779.500000000, A.D. 2019-Oct-23 00:00:00.0000,  8.670449020528062E-01,  4.902285918049000E-01, -1.900583943888528E-05, -8.629610072028792E-03,  1.498443681539514E-02, -9.416752758989584E-07,
2458780.500000000, A.D. 2019-Oct-24 00:00:00.0000,  8.582843207140524E-01,  5.051403349167803E-01, -1.989059591379952E-05, -8.891197437054231E-03,  1.483822396788740E-02, -8.226438178244262E-07,
2458781.500000000, A.D. 2019-Oct-25 00:00:00.0000,  8.492632468581757E-01,  5.199033809846976E-01, -2.064186153597980E-05, -9.150564712842918E-03,  1.468703574972792E-02, -6.759244868612409E-07,
2458782.500000000, A.D. 2019-Oct-26 00:00:00.0000,  8.399839966051149E-01,  5.345127389624030E-01, -2.123616238469684E-05, -9.407515322376313E-03,  1.453084656261059E-02, -5.104452857369546E-07,
2458783.500000000, A.D. 2019-Oct-27 00:00:00.0000,  8.304490940821978E-01,  5.489634117149729E-01, -2.166030461251504E-05, -9.661832222214277E-03,  1.436967188267521E-02, -3.376624085684074E-07,
2458784.500000000, A.D. 2019-Oct-28 00:00:00.0000,  8.206612835109883E-01,  5.632504419891139E-01, -2.191324820216593E-05, -9.913295696562581E-03,  1.420357661002773E-02, -1.701360935922557E-07,
2458785.500000000, A.D. 2019-Oct-29 00:00:00.0000,  8.106235213930019E-01,  5.773689617491298E-01, -2.200628733457336E-05, -1.016170426924449E-02,  1.403267295265404E-02, -1.965591381359627E-08,
2458786.500000000, A.D. 2019-Oct-30 00:00:00.0000,  8.003389492308370E-01,  5.913142338126115E-01, -2.196138891481732E-05, -1.040689151906356E-02,  1.385710756828654E-02,  1.044554687597292E-07,
2458787.500000000, A.D. 2019-Oct-31 00:00:00.0000,  7.898108539620711E-01,  6.050816771360080E-01, -2.180817353734563E-05, -1.064873328089874E-02,  1.367704284519190E-02,  1.962932278969397E-07,
2458788.500000000, A.D. 2019-Nov-01 00:00:00.0000,  7.790426264812278E-01,  6.186668733816137E-01, -2.158041001901354E-05, -1.088714459862374E-02,  1.349263927758633E-02,  2.534028139498558E-07,
2458789.500000000, A.D. 2019-Nov-02 00:00:00.0000,  7.680377268942689E-01,  6.320655586110596E-01, -2.131284773368024E-05, -1.112207013322083E-02,  1.330404384644488E-02,  2.761358823725154E-07,
2458790.500000000, A.D. 2019-Nov-03 00:00:00.0000,  7.567996605418245E-01,  6.452736069597059E-01, -2.103885751949991E-05, -1.135347297955039E-02,  1.311138548567759E-02,  2.667460456439096E-07,
2458791.500000000, A.D. 2019-Nov-04 00:00:00.0000,  7.453319644275965E-01,  6.582870126549394E-01, -2.078895762055812E-05, -1.158132544756585E-02,  1.291477588305481E-02,  2.285659836511321E-07,
2458792.500000000, A.D. 2019-Nov-05 00:00:00.0000,  7.336382012204097E-01,  6.711018744024078E-01, -2.059004508083573E-05, -1.180560320870140E-02,  1.271431299101542E-02,  1.654331699965875E-07,
2458793.500000000, A.D. 2019-Nov-06 00:00:00.0000,  7.217219574554369E-01,  6.837143837003519E-01, -2.046506373354378E-05, -1.202628264186976E-02,  1.251008508174448E-02,  8.138626492927256E-08,
2458794.500000000, A.D. 2019-Nov-07 00:00:00.0000,  7.095868431376189E-01,  6.961208169012022E-01, -2.043286124436059E-05, -1.224334051826318E-02,  1.230217403553411E-02, -1.942133102186525E-08,
